Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9508896465
2,Libertad,Paraguay,A,9508896465
3,Sporting Cristal,Perú,A,9508896465
4,Estudiantes L.P.,Fase previa,A,9508896465
1,Flamengo,Brasil,B,9508896465
2,Cerro Porteño,Paraguay,B,9508896465
3,Caracas,Venezuela,B,9508896465
4,Talleres,Argentina,B,9508896465
1,Peñarol,Uruguay,C,9508896465
2,Colo Colo,Chile,C,9508896465
3,Deportivo Cali,Colombia,C,9508896465
4,Independiente Petrolero,Bolivia,C,9508896465
1,Athletico Paranaense,Brasil,D,9508896465
2,Vélez,Argentina,D,9508896465
3,Deportivo Táchira,Venezuela,D,9508896465
4,Olimpia,Fase previa,D,9508896465
1,Boca Juniors,Argentina,E,9508896465
2,Independiente del Valle,Ecuador,E,9508896465
3,Deportes Tolima,Colombia,E,9508896465
4,Fortaleza,Brasil,E,9508896465
1,Atlético Mineiro,Brasil,F,9508896465
2,Emelec,Ecuador,F,9508896465
3,Colón,Argentina,F,9508896465
4,The Strongest,Fase previa,F,9508896465
1,Nacional,Uruguay,G,9508896465
2,Corinthians,Brasil,G,9508896465
3,Alianza Lima,Perú,G,9508896465
4,América M.G.,Fase previa,G,9508896465
1,River Plate,Argentina,H,9508896465
2,Universidad Católica,Chile,H,9508896465
3,Bragantino,Brasil,H,9508896465
4,Always Ready,Bolivia,H,9508896465
