Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,8626227582
2,Colo Colo,Chile,A,8626227582
3,Deportivo Táchira,Venezuela,A,8626227582
4,Independiente Petrolero,Bolivia,A,8626227582
1,River Plate,Argentina,B,8626227582
2,Corinthians,Brasil,B,8626227582
3,Sporting Cristal,Perú,B,8626227582
4,Olimpia,Fase previa,B,8626227582
1,Peñarol,Uruguay,C,8626227582
2,Libertad,Paraguay,C,8626227582
3,Bragantino,Brasil,C,8626227582
4,América M.G.,Fase previa,C,8626227582
1,Flamengo,Brasil,D,8626227582
2,Independiente del Valle,Ecuador,D,8626227582
3,Deportivo Cali,Colombia,D,8626227582
4,Talleres,Argentina,D,8626227582
1,Athletico Paranaense,Brasil,E,8626227582
2,Cerro Porteño,Paraguay,E,8626227582
3,Caracas,Venezuela,E,8626227582
4,Always Ready,Bolivia,E,8626227582
1,Atlético Mineiro,Brasil,F,8626227582
2,Vélez,Argentina,F,8626227582
3,Alianza Lima,Perú,F,8626227582
4,The Strongest,Fase previa,F,8626227582
1,Nacional,Uruguay,G,8626227582
2,Universidad Católica,Chile,G,8626227582
3,Colón,Argentina,G,8626227582
4,Fortaleza,Brasil,G,8626227582
1,Boca Juniors,Argentina,H,8626227582
2,Emelec,Ecuador,H,8626227582
3,Deportes Tolima,Colombia,H,8626227582
4,Estudiantes L.P.,Fase previa,H,8626227582
