Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1491454009
2,Cerro Porteño,Paraguay,A,1491454009
3,Deportivo Cali,Colombia,A,1491454009
4,Olimpia,Fase previa,A,1491454009
1,Boca Juniors,Argentina,B,1491454009
2,Emelec,Ecuador,B,1491454009
3,Sporting Cristal,Perú,B,1491454009
4,Fortaleza,Brasil,B,1491454009
1,River Plate,Argentina,C,1491454009
2,Corinthians,Brasil,C,1491454009
3,Alianza Lima,Perú,C,1491454009
4,Independiente Petrolero,Bolivia,C,1491454009
1,Nacional,Uruguay,D,1491454009
2,Vélez,Argentina,D,1491454009
3,Deportivo Táchira,Venezuela,D,1491454009
4,Always Ready,Bolivia,D,1491454009
1,Atlético Mineiro,Brasil,E,1491454009
2,Colo Colo,Chile,E,1491454009
3,Deportes Tolima,Colombia,E,1491454009
4,Talleres,Argentina,E,1491454009
1,Flamengo,Brasil,F,1491454009
2,Universidad Católica,Chile,F,1491454009
3,Caracas,Venezuela,F,1491454009
4,Estudiantes L.P.,Fase previa,F,1491454009
1,Peñarol,Uruguay,G,1491454009
2,Independiente del Valle,Ecuador,G,1491454009
3,Bragantino,Brasil,G,1491454009
4,The Strongest,Fase previa,G,1491454009
1,Athletico Paranaense,Brasil,H,1491454009
2,Libertad,Paraguay,H,1491454009
3,Colón,Argentina,H,1491454009
4,América M.G.,Fase previa,H,1491454009
