Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9300172091
2,Universidad Católica,Chile,A,9300172091
3,Caracas,Venezuela,A,9300172091
4,The Strongest,Fase previa,A,9300172091
1,Peñarol,Uruguay,B,9300172091
2,Independiente del Valle,Ecuador,B,9300172091
3,Bragantino,Brasil,B,9300172091
4,Estudiantes L.P.,Fase previa,B,9300172091
1,Atlético Mineiro,Brasil,C,9300172091
2,Cerro Porteño,Paraguay,C,9300172091
3,Deportivo Cali,Colombia,C,9300172091
4,América M.G.,Fase previa,C,9300172091
1,Nacional,Uruguay,D,9300172091
2,Corinthians,Brasil,D,9300172091
3,Deportivo Táchira,Venezuela,D,9300172091
4,Talleres,Argentina,D,9300172091
1,Athletico Paranaense,Brasil,E,9300172091
2,Vélez,Argentina,E,9300172091
3,Alianza Lima,Perú,E,9300172091
4,Independiente Petrolero,Bolivia,E,9300172091
1,Boca Juniors,Argentina,F,9300172091
2,Emelec,Ecuador,F,9300172091
3,Sporting Cristal,Perú,F,9300172091
4,Fortaleza,Brasil,F,9300172091
1,River Plate,Argentina,G,9300172091
2,Libertad,Paraguay,G,9300172091
3,Deportes Tolima,Colombia,G,9300172091
4,Olimpia,Fase previa,G,9300172091
1,Flamengo,Brasil,H,9300172091
2,Colo Colo,Chile,H,9300172091
3,Colón,Argentina,H,9300172091
4,Always Ready,Bolivia,H,9300172091
