Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6721936478
2,Independiente del Valle,Ecuador,A,6721936478
3,Colón,Argentina,A,6721936478
4,América M.G.,Fase previa,A,6721936478
1,Boca Juniors,Argentina,B,6721936478
2,Corinthians,Brasil,B,6721936478
3,Caracas,Venezuela,B,6721936478
4,The Strongest,Fase previa,B,6721936478
1,Peñarol,Uruguay,C,6721936478
2,Cerro Porteño,Paraguay,C,6721936478
3,Bragantino,Brasil,C,6721936478
4,Independiente Petrolero,Bolivia,C,6721936478
1,Nacional,Uruguay,D,6721936478
2,Colo Colo,Chile,D,6721936478
3,Alianza Lima,Perú,D,6721936478
4,Fortaleza,Brasil,D,6721936478
1,River Plate,Argentina,E,6721936478
2,Universidad Católica,Chile,E,6721936478
3,Deportes Tolima,Colombia,E,6721936478
4,Olimpia,Fase previa,E,6721936478
1,Athletico Paranaense,Brasil,F,6721936478
2,Libertad,Paraguay,F,6721936478
3,Sporting Cristal,Perú,F,6721936478
4,Talleres,Argentina,F,6721936478
1,Atlético Mineiro,Brasil,G,6721936478
2,Vélez,Argentina,G,6721936478
3,Deportivo Táchira,Venezuela,G,6721936478
4,Always Ready,Bolivia,G,6721936478
1,Flamengo,Brasil,H,6721936478
2,Emelec,Ecuador,H,6721936478
3,Deportivo Cali,Colombia,H,6721936478
4,Estudiantes L.P.,Fase previa,H,6721936478
