Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1265038194
2,Independiente del Valle,Ecuador,A,1265038194
3,Deportes Tolima,Colombia,A,1265038194
4,The Strongest,Fase previa,A,1265038194
1,Boca Juniors,Argentina,B,1265038194
2,Emelec,Ecuador,B,1265038194
3,Deportivo Táchira,Venezuela,B,1265038194
4,Fortaleza,Brasil,B,1265038194
1,Flamengo,Brasil,C,1265038194
2,Libertad,Paraguay,C,1265038194
3,Deportivo Cali,Colombia,C,1265038194
4,Independiente Petrolero,Bolivia,C,1265038194
1,Peñarol,Uruguay,D,1265038194
2,Corinthians,Brasil,D,1265038194
3,Alianza Lima,Perú,D,1265038194
4,Olimpia,Fase previa,D,1265038194
1,River Plate,Argentina,E,1265038194
2,Universidad Católica,Chile,E,1265038194
3,Caracas,Venezuela,E,1265038194
4,Always Ready,Bolivia,E,1265038194
1,Athletico Paranaense,Brasil,F,1265038194
2,Colo Colo,Chile,F,1265038194
3,Colón,Argentina,F,1265038194
4,Estudiantes L.P.,Fase previa,F,1265038194
1,Atlético Mineiro,Brasil,G,1265038194
2,Vélez,Argentina,G,1265038194
3,Sporting Cristal,Perú,G,1265038194
4,América M.G.,Fase previa,G,1265038194
1,Nacional,Uruguay,H,1265038194
2,Cerro Porteño,Paraguay,H,1265038194
3,Bragantino,Brasil,H,1265038194
4,Talleres,Argentina,H,1265038194
