Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7930220090
2,Libertad,Paraguay,A,7930220090
3,Colón,Argentina,A,7930220090
4,The Strongest,Fase previa,A,7930220090
1,River Plate,Argentina,B,7930220090
2,Corinthians,Brasil,B,7930220090
3,Sporting Cristal,Perú,B,7930220090
4,Olimpia,Fase previa,B,7930220090
1,Atlético Mineiro,Brasil,C,7930220090
2,Cerro Porteño,Paraguay,C,7930220090
3,Alianza Lima,Perú,C,7930220090
4,Always Ready,Bolivia,C,7930220090
1,Peñarol,Uruguay,D,7930220090
2,Universidad Católica,Chile,D,7930220090
3,Deportivo Táchira,Venezuela,D,7930220090
4,Talleres,Argentina,D,7930220090
1,Athletico Paranaense,Brasil,E,7930220090
2,Colo Colo,Chile,E,7930220090
3,Deportes Tolima,Colombia,E,7930220090
4,Independiente Petrolero,Bolivia,E,7930220090
1,Flamengo,Brasil,F,7930220090
2,Independiente del Valle,Ecuador,F,7930220090
3,Deportivo Cali,Colombia,F,7930220090
4,Estudiantes L.P.,Fase previa,F,7930220090
1,Nacional,Uruguay,G,7930220090
2,Vélez,Argentina,G,7930220090
3,Bragantino,Brasil,G,7930220090
4,América M.G.,Fase previa,G,7930220090
1,Boca Juniors,Argentina,H,7930220090
2,Emelec,Ecuador,H,7930220090
3,Caracas,Venezuela,H,7930220090
4,Fortaleza,Brasil,H,7930220090
