Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6598619648
2,Colo Colo,Chile,A,6598619648
3,Deportivo Cali,Colombia,A,6598619648
4,Olimpia,Fase previa,A,6598619648
1,Peñarol,Uruguay,B,6598619648
2,Emelec,Ecuador,B,6598619648
3,Bragantino,Brasil,B,6598619648
4,Independiente Petrolero,Bolivia,B,6598619648
1,Nacional,Uruguay,C,6598619648
2,Independiente del Valle,Ecuador,C,6598619648
3,Caracas,Venezuela,C,6598619648
4,Talleres,Argentina,C,6598619648
1,Atlético Mineiro,Brasil,D,6598619648
2,Universidad Católica,Chile,D,6598619648
3,Deportivo Táchira,Venezuela,D,6598619648
4,América M.G.,Fase previa,D,6598619648
1,Boca Juniors,Argentina,E,6598619648
2,Libertad,Paraguay,E,6598619648
3,Alianza Lima,Perú,E,6598619648
4,Fortaleza,Brasil,E,6598619648
1,Athletico Paranaense,Brasil,F,6598619648
2,Vélez,Argentina,F,6598619648
3,Deportes Tolima,Colombia,F,6598619648
4,Estudiantes L.P.,Fase previa,F,6598619648
1,River Plate,Argentina,G,6598619648
2,Corinthians,Brasil,G,6598619648
3,Sporting Cristal,Perú,G,6598619648
4,The Strongest,Fase previa,G,6598619648
1,Flamengo,Brasil,H,6598619648
2,Cerro Porteño,Paraguay,H,6598619648
3,Colón,Argentina,H,6598619648
4,Always Ready,Bolivia,H,6598619648
