Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2460580471
2,Independiente del Valle,Ecuador,A,2460580471
3,Colón,Argentina,A,2460580471
4,Estudiantes L.P.,Fase previa,A,2460580471
1,Peñarol,Uruguay,B,2460580471
2,Corinthians,Brasil,B,2460580471
3,Deportivo Cali,Colombia,B,2460580471
4,Always Ready,Bolivia,B,2460580471
1,Athletico Paranaense,Brasil,C,2460580471
2,Cerro Porteño,Paraguay,C,2460580471
3,Sporting Cristal,Perú,C,2460580471
4,Independiente Petrolero,Bolivia,C,2460580471
1,Atlético Mineiro,Brasil,D,2460580471
2,Emelec,Ecuador,D,2460580471
3,Alianza Lima,Perú,D,2460580471
4,The Strongest,Fase previa,D,2460580471
1,Flamengo,Brasil,E,2460580471
2,Vélez,Argentina,E,2460580471
3,Caracas,Venezuela,E,2460580471
4,Olimpia,Fase previa,E,2460580471
1,Nacional,Uruguay,F,2460580471
2,Universidad Católica,Chile,F,2460580471
3,Bragantino,Brasil,F,2460580471
4,Talleres,Argentina,F,2460580471
1,Boca Juniors,Argentina,G,2460580471
2,Colo Colo,Chile,G,2460580471
3,Deportes Tolima,Colombia,G,2460580471
4,Fortaleza,Brasil,G,2460580471
1,River Plate,Argentina,H,2460580471
2,Libertad,Paraguay,H,2460580471
3,Deportivo Táchira,Venezuela,H,2460580471
4,América M.G.,Fase previa,H,2460580471
