Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,723713323
2,Independiente del Valle,Ecuador,A,723713323
3,Alianza Lima,Perú,A,723713323
4,The Strongest,Fase previa,A,723713323
1,Atlético Mineiro,Brasil,B,723713323
2,Universidad Católica,Chile,B,723713323
3,Deportivo Táchira,Venezuela,B,723713323
4,Estudiantes L.P.,Fase previa,B,723713323
1,Nacional,Uruguay,C,723713323
2,Vélez,Argentina,C,723713323
3,Bragantino,Brasil,C,723713323
4,Always Ready,Bolivia,C,723713323
1,Boca Juniors,Argentina,D,723713323
2,Colo Colo,Chile,D,723713323
3,Deportes Tolima,Colombia,D,723713323
4,Fortaleza,Brasil,D,723713323
1,River Plate,Argentina,E,723713323
2,Corinthians,Brasil,E,723713323
3,Deportivo Cali,Colombia,E,723713323
4,Olimpia,Fase previa,E,723713323
1,Flamengo,Brasil,F,723713323
2,Emelec,Ecuador,F,723713323
3,Colón,Argentina,F,723713323
4,América M.G.,Fase previa,F,723713323
1,Peñarol,Uruguay,G,723713323
2,Cerro Porteño,Paraguay,G,723713323
3,Caracas,Venezuela,G,723713323
4,Talleres,Argentina,G,723713323
1,Athletico Paranaense,Brasil,H,723713323
2,Libertad,Paraguay,H,723713323
3,Sporting Cristal,Perú,H,723713323
4,Independiente Petrolero,Bolivia,H,723713323
