Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7402340060
2,Cerro Porteño,Paraguay,A,7402340060
3,Sporting Cristal,Perú,A,7402340060
4,Estudiantes L.P.,Fase previa,A,7402340060
1,Athletico Paranaense,Brasil,B,7402340060
2,Emelec,Ecuador,B,7402340060
3,Deportivo Táchira,Venezuela,B,7402340060
4,América M.G.,Fase previa,B,7402340060
1,Atlético Mineiro,Brasil,C,7402340060
2,Universidad Católica,Chile,C,7402340060
3,Alianza Lima,Perú,C,7402340060
4,Always Ready,Bolivia,C,7402340060
1,Boca Juniors,Argentina,D,7402340060
2,Independiente del Valle,Ecuador,D,7402340060
3,Bragantino,Brasil,D,7402340060
4,Olimpia,Fase previa,D,7402340060
1,Flamengo,Brasil,E,7402340060
2,Colo Colo,Chile,E,7402340060
3,Colón,Argentina,E,7402340060
4,Independiente Petrolero,Bolivia,E,7402340060
1,Nacional,Uruguay,F,7402340060
2,Vélez,Argentina,F,7402340060
3,Caracas,Venezuela,F,7402340060
4,Fortaleza,Brasil,F,7402340060
1,Peñarol,Uruguay,G,7402340060
2,Corinthians,Brasil,G,7402340060
3,Deportivo Cali,Colombia,G,7402340060
4,Talleres,Argentina,G,7402340060
1,River Plate,Argentina,H,7402340060
2,Libertad,Paraguay,H,7402340060
3,Deportes Tolima,Colombia,H,7402340060
4,The Strongest,Fase previa,H,7402340060
