Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,4192711828
2,Cerro Porteño,Paraguay,A,4192711828
3,Deportes Tolima,Colombia,A,4192711828
4,Always Ready,Bolivia,A,4192711828
1,Nacional,Uruguay,B,4192711828
2,Corinthians,Brasil,B,4192711828
3,Caracas,Venezuela,B,4192711828
4,América M.G.,Fase previa,B,4192711828
1,Atlético Mineiro,Brasil,C,4192711828
2,Independiente del Valle,Ecuador,C,4192711828
3,Colón,Argentina,C,4192711828
4,The Strongest,Fase previa,C,4192711828
1,Peñarol,Uruguay,D,4192711828
2,Colo Colo,Chile,D,4192711828
3,Deportivo Cali,Colombia,D,4192711828
4,Talleres,Argentina,D,4192711828
1,Flamengo,Brasil,E,4192711828
2,Emelec,Ecuador,E,4192711828
3,Sporting Cristal,Perú,E,4192711828
4,Olimpia,Fase previa,E,4192711828
1,Boca Juniors,Argentina,F,4192711828
2,Universidad Católica,Chile,F,4192711828
3,Alianza Lima,Perú,F,4192711828
4,Fortaleza,Brasil,F,4192711828
1,Athletico Paranaense,Brasil,G,4192711828
2,Vélez,Argentina,G,4192711828
3,Deportivo Táchira,Venezuela,G,4192711828
4,Estudiantes L.P.,Fase previa,G,4192711828
1,River Plate,Argentina,H,4192711828
2,Libertad,Paraguay,H,4192711828
3,Bragantino,Brasil,H,4192711828
4,Independiente Petrolero,Bolivia,H,4192711828
