Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3619681166
2,Libertad,Paraguay,A,3619681166
3,Deportivo Táchira,Venezuela,A,3619681166
4,Estudiantes L.P.,Fase previa,A,3619681166
1,Boca Juniors,Argentina,B,3619681166
2,Corinthians,Brasil,B,3619681166
3,Alianza Lima,Perú,B,3619681166
4,The Strongest,Fase previa,B,3619681166
1,Nacional,Uruguay,C,3619681166
2,Independiente del Valle,Ecuador,C,3619681166
3,Colón,Argentina,C,3619681166
4,Fortaleza,Brasil,C,3619681166
1,Flamengo,Brasil,D,3619681166
2,Vélez,Argentina,D,3619681166
3,Sporting Cristal,Perú,D,3619681166
4,América M.G.,Fase previa,D,3619681166
1,Peñarol,Uruguay,E,3619681166
2,Universidad Católica,Chile,E,3619681166
3,Caracas,Venezuela,E,3619681166
4,Talleres,Argentina,E,3619681166
1,River Plate,Argentina,F,3619681166
2,Emelec,Ecuador,F,3619681166
3,Bragantino,Brasil,F,3619681166
4,Independiente Petrolero,Bolivia,F,3619681166
1,Atlético Mineiro,Brasil,G,3619681166
2,Colo Colo,Chile,G,3619681166
3,Deportes Tolima,Colombia,G,3619681166
4,Always Ready,Bolivia,G,3619681166
1,Athletico Paranaense,Brasil,H,3619681166
2,Cerro Porteño,Paraguay,H,3619681166
3,Deportivo Cali,Colombia,H,3619681166
4,Olimpia,Fase previa,H,3619681166
