Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9331479940
2,Independiente del Valle,Ecuador,A,9331479940
3,Deportivo Táchira,Venezuela,A,9331479940
4,América M.G.,Fase previa,A,9331479940
1,Peñarol,Uruguay,B,9331479940
2,Emelec,Ecuador,B,9331479940
3,Deportivo Cali,Colombia,B,9331479940
4,Fortaleza,Brasil,B,9331479940
1,Flamengo,Brasil,C,9331479940
2,Universidad Católica,Chile,C,9331479940
3,Caracas,Venezuela,C,9331479940
4,Estudiantes L.P.,Fase previa,C,9331479940
1,Athletico Paranaense,Brasil,D,9331479940
2,Cerro Porteño,Paraguay,D,9331479940
3,Alianza Lima,Perú,D,9331479940
4,Talleres,Argentina,D,9331479940
1,Atlético Mineiro,Brasil,E,9331479940
2,Vélez,Argentina,E,9331479940
3,Deportes Tolima,Colombia,E,9331479940
4,Olimpia,Fase previa,E,9331479940
1,Boca Juniors,Argentina,F,9331479940
2,Corinthians,Brasil,F,9331479940
3,Sporting Cristal,Perú,F,9331479940
4,Independiente Petrolero,Bolivia,F,9331479940
1,Nacional,Uruguay,G,9331479940
2,Colo Colo,Chile,G,9331479940
3,Colón,Argentina,G,9331479940
4,The Strongest,Fase previa,G,9331479940
1,River Plate,Argentina,H,9331479940
2,Libertad,Paraguay,H,9331479940
3,Bragantino,Brasil,H,9331479940
4,Always Ready,Bolivia,H,9331479940
