Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,4538054153
2,Independiente del Valle,Ecuador,A,4538054153
3,Colón,Argentina,A,4538054153
4,Estudiantes L.P.,Fase previa,A,4538054153
1,Nacional,Uruguay,B,4538054153
2,Vélez,Argentina,B,4538054153
3,Deportivo Cali,Colombia,B,4538054153
4,The Strongest,Fase previa,B,4538054153
1,Atlético Mineiro,Brasil,C,4538054153
2,Libertad,Paraguay,C,4538054153
3,Sporting Cristal,Perú,C,4538054153
4,Independiente Petrolero,Bolivia,C,4538054153
1,River Plate,Argentina,D,4538054153
2,Corinthians,Brasil,D,4538054153
3,Caracas,Venezuela,D,4538054153
4,Olimpia,Fase previa,D,4538054153
1,Athletico Paranaense,Brasil,E,4538054153
2,Cerro Porteño,Paraguay,E,4538054153
3,Alianza Lima,Perú,E,4538054153
4,América M.G.,Fase previa,E,4538054153
1,Boca Juniors,Argentina,F,4538054153
2,Emelec,Ecuador,F,4538054153
3,Bragantino,Brasil,F,4538054153
4,Always Ready,Bolivia,F,4538054153
1,Flamengo,Brasil,G,4538054153
2,Colo Colo,Chile,G,4538054153
3,Deportivo Táchira,Venezuela,G,4538054153
4,Talleres,Argentina,G,4538054153
1,Peñarol,Uruguay,H,4538054153
2,Universidad Católica,Chile,H,4538054153
3,Deportes Tolima,Colombia,H,4538054153
4,Fortaleza,Brasil,H,4538054153
