Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,534971031
2,Vélez,Argentina,A,534971031
3,Caracas,Venezuela,A,534971031
4,Independiente Petrolero,Bolivia,A,534971031
1,Peñarol,Uruguay,B,534971031
2,Colo Colo,Chile,B,534971031
3,Alianza Lima,Perú,B,534971031
4,The Strongest,Fase previa,B,534971031
1,Nacional,Uruguay,C,534971031
2,Corinthians,Brasil,C,534971031
3,Deportivo Cali,Colombia,C,534971031
4,Estudiantes L.P.,Fase previa,C,534971031
1,Flamengo,Brasil,D,534971031
2,Cerro Porteño,Paraguay,D,534971031
3,Deportivo Táchira,Venezuela,D,534971031
4,Olimpia,Fase previa,D,534971031
1,Atlético Mineiro,Brasil,E,534971031
2,Independiente del Valle,Ecuador,E,534971031
3,Deportes Tolima,Colombia,E,534971031
4,Talleres,Argentina,E,534971031
1,Boca Juniors,Argentina,F,534971031
2,Emelec,Ecuador,F,534971031
3,Bragantino,Brasil,F,534971031
4,Always Ready,Bolivia,F,534971031
1,Athletico Paranaense,Brasil,G,534971031
2,Universidad Católica,Chile,G,534971031
3,Colón,Argentina,G,534971031
4,América M.G.,Fase previa,G,534971031
1,River Plate,Argentina,H,534971031
2,Libertad,Paraguay,H,534971031
3,Sporting Cristal,Perú,H,534971031
4,Fortaleza,Brasil,H,534971031
