Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,824715820
2,Colo Colo,Chile,A,824715820
3,Deportivo Cali,Colombia,A,824715820
4,Always Ready,Bolivia,A,824715820
1,Boca Juniors,Argentina,B,824715820
2,Corinthians,Brasil,B,824715820
3,Alianza Lima,Perú,B,824715820
4,The Strongest,Fase previa,B,824715820
1,Flamengo,Brasil,C,824715820
2,Independiente del Valle,Ecuador,C,824715820
3,Caracas,Venezuela,C,824715820
4,Talleres,Argentina,C,824715820
1,Atlético Mineiro,Brasil,D,824715820
2,Vélez,Argentina,D,824715820
3,Deportivo Táchira,Venezuela,D,824715820
4,Independiente Petrolero,Bolivia,D,824715820
1,River Plate,Argentina,E,824715820
2,Libertad,Paraguay,E,824715820
3,Sporting Cristal,Perú,E,824715820
4,Fortaleza,Brasil,E,824715820
1,Nacional,Uruguay,F,824715820
2,Cerro Porteño,Paraguay,F,824715820
3,Colón,Argentina,F,824715820
4,Estudiantes L.P.,Fase previa,F,824715820
1,Athletico Paranaense,Brasil,G,824715820
2,Universidad Católica,Chile,G,824715820
3,Deportes Tolima,Colombia,G,824715820
4,Olimpia,Fase previa,G,824715820
1,Peñarol,Uruguay,H,824715820
2,Emelec,Ecuador,H,824715820
3,Bragantino,Brasil,H,824715820
4,América M.G.,Fase previa,H,824715820
