Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,7284015308
2,Libertad,Paraguay,A,7284015308
3,Caracas,Venezuela,A,7284015308
4,Independiente Petrolero,Bolivia,A,7284015308
1,Athletico Paranaense,Brasil,B,7284015308
2,Universidad Católica,Chile,B,7284015308
3,Sporting Cristal,Perú,B,7284015308
4,The Strongest,Fase previa,B,7284015308
1,Boca Juniors,Argentina,C,7284015308
2,Independiente del Valle,Ecuador,C,7284015308
3,Deportivo Táchira,Venezuela,C,7284015308
4,Estudiantes L.P.,Fase previa,C,7284015308
1,Nacional,Uruguay,D,7284015308
2,Emelec,Ecuador,D,7284015308
3,Deportes Tolima,Colombia,D,7284015308
4,Fortaleza,Brasil,D,7284015308
1,River Plate,Argentina,E,7284015308
2,Corinthians,Brasil,E,7284015308
3,Deportivo Cali,Colombia,E,7284015308
4,Always Ready,Bolivia,E,7284015308
1,Flamengo,Brasil,F,7284015308
2,Colo Colo,Chile,F,7284015308
3,Colón,Argentina,F,7284015308
4,América M.G.,Fase previa,F,7284015308
1,Atlético Mineiro,Brasil,G,7284015308
2,Vélez,Argentina,G,7284015308
3,Alianza Lima,Perú,G,7284015308
4,Olimpia,Fase previa,G,7284015308
1,Peñarol,Uruguay,H,7284015308
2,Cerro Porteño,Paraguay,H,7284015308
3,Bragantino,Brasil,H,7284015308
4,Talleres,Argentina,H,7284015308
