Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,232569611
2,Universidad Católica,Chile,A,232569611
3,Sporting Cristal,Perú,A,232569611
4,Talleres,Argentina,A,232569611
1,Nacional,Uruguay,B,232569611
2,Independiente del Valle,Ecuador,B,232569611
3,Deportes Tolima,Colombia,B,232569611
4,Fortaleza,Brasil,B,232569611
1,River Plate,Argentina,C,232569611
2,Cerro Porteño,Paraguay,C,232569611
3,Deportivo Cali,Colombia,C,232569611
4,Olimpia,Fase previa,C,232569611
1,Athletico Paranaense,Brasil,D,232569611
2,Vélez,Argentina,D,232569611
3,Caracas,Venezuela,D,232569611
4,The Strongest,Fase previa,D,232569611
1,Peñarol,Uruguay,E,232569611
2,Libertad,Paraguay,E,232569611
3,Bragantino,Brasil,E,232569611
4,América M.G.,Fase previa,E,232569611
1,Boca Juniors,Argentina,F,232569611
2,Corinthians,Brasil,F,232569611
3,Deportivo Táchira,Venezuela,F,232569611
4,Estudiantes L.P.,Fase previa,F,232569611
1,Atlético Mineiro,Brasil,G,232569611
2,Colo Colo,Chile,G,232569611
3,Colón,Argentina,G,232569611
4,Always Ready,Bolivia,G,232569611
1,Flamengo,Brasil,H,232569611
2,Emelec,Ecuador,H,232569611
3,Alianza Lima,Perú,H,232569611
4,Independiente Petrolero,Bolivia,H,232569611
