Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1042131580
2,Emelec,Ecuador,A,1042131580
3,Deportivo Cali,Colombia,A,1042131580
4,Always Ready,Bolivia,A,1042131580
1,Nacional,Uruguay,B,1042131580
2,Universidad Católica,Chile,B,1042131580
3,Caracas,Venezuela,B,1042131580
4,Olimpia,Fase previa,B,1042131580
1,Atlético Mineiro,Brasil,C,1042131580
2,Cerro Porteño,Paraguay,C,1042131580
3,Sporting Cristal,Perú,C,1042131580
4,The Strongest,Fase previa,C,1042131580
1,Boca Juniors,Argentina,D,1042131580
2,Corinthians,Brasil,D,1042131580
3,Alianza Lima,Perú,D,1042131580
4,América M.G.,Fase previa,D,1042131580
1,Athletico Paranaense,Brasil,E,1042131580
2,Colo Colo,Chile,E,1042131580
3,Colón,Argentina,E,1042131580
4,Independiente Petrolero,Bolivia,E,1042131580
1,Peñarol,Uruguay,F,1042131580
2,Vélez,Argentina,F,1042131580
3,Deportivo Táchira,Venezuela,F,1042131580
4,Fortaleza,Brasil,F,1042131580
1,Flamengo,Brasil,G,1042131580
2,Libertad,Paraguay,G,1042131580
3,Deportes Tolima,Colombia,G,1042131580
4,Talleres,Argentina,G,1042131580
1,River Plate,Argentina,H,1042131580
2,Independiente del Valle,Ecuador,H,1042131580
3,Bragantino,Brasil,H,1042131580
4,Estudiantes L.P.,Fase previa,H,1042131580
