Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1150472805
2,Vélez,Argentina,A,1150472805
3,Deportivo Táchira,Venezuela,A,1150472805
4,Olimpia,Fase previa,A,1150472805
1,Peñarol,Uruguay,B,1150472805
2,Independiente del Valle,Ecuador,B,1150472805
3,Bragantino,Brasil,B,1150472805
4,Talleres,Argentina,B,1150472805
1,Flamengo,Brasil,C,1150472805
2,Colo Colo,Chile,C,1150472805
3,Deportes Tolima,Colombia,C,1150472805
4,Independiente Petrolero,Bolivia,C,1150472805
1,River Plate,Argentina,D,1150472805
2,Libertad,Paraguay,D,1150472805
3,Alianza Lima,Perú,D,1150472805
4,Fortaleza,Brasil,D,1150472805
1,Atlético Mineiro,Brasil,E,1150472805
2,Universidad Católica,Chile,E,1150472805
3,Colón,Argentina,E,1150472805
4,América M.G.,Fase previa,E,1150472805
1,Athletico Paranaense,Brasil,F,1150472805
2,Emelec,Ecuador,F,1150472805
3,Deportivo Cali,Colombia,F,1150472805
4,Estudiantes L.P.,Fase previa,F,1150472805
1,Nacional,Uruguay,G,1150472805
2,Corinthians,Brasil,G,1150472805
3,Sporting Cristal,Perú,G,1150472805
4,Always Ready,Bolivia,G,1150472805
1,Boca Juniors,Argentina,H,1150472805
2,Cerro Porteño,Paraguay,H,1150472805
3,Caracas,Venezuela,H,1150472805
4,The Strongest,Fase previa,H,1150472805
