Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,9288436227
2,Libertad,Paraguay,A,9288436227
3,Caracas,Venezuela,A,9288436227
4,Estudiantes L.P.,Fase previa,A,9288436227
1,Athletico Paranaense,Brasil,B,9288436227
2,Cerro Porteño,Paraguay,B,9288436227
3,Colón,Argentina,B,9288436227
4,Olimpia,Fase previa,B,9288436227
1,Nacional,Uruguay,C,9288436227
2,Corinthians,Brasil,C,9288436227
3,Deportivo Cali,Colombia,C,9288436227
4,Always Ready,Bolivia,C,9288436227
1,Flamengo,Brasil,D,9288436227
2,Vélez,Argentina,D,9288436227
3,Deportes Tolima,Colombia,D,9288436227
4,The Strongest,Fase previa,D,9288436227
1,Atlético Mineiro,Brasil,E,9288436227
2,Emelec,Ecuador,E,9288436227
3,Sporting Cristal,Perú,E,9288436227
4,Independiente Petrolero,Bolivia,E,9288436227
1,Peñarol,Uruguay,F,9288436227
2,Universidad Católica,Chile,F,9288436227
3,Bragantino,Brasil,F,9288436227
4,Talleres,Argentina,F,9288436227
1,Boca Juniors,Argentina,G,9288436227
2,Colo Colo,Chile,G,9288436227
3,Alianza Lima,Perú,G,9288436227
4,Fortaleza,Brasil,G,9288436227
1,River Plate,Argentina,H,9288436227
2,Independiente del Valle,Ecuador,H,9288436227
3,Deportivo Táchira,Venezuela,H,9288436227
4,América M.G.,Fase previa,H,9288436227
