Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1833549776
2,Cerro Porteño,Paraguay,A,1833549776
3,Deportivo Táchira,Venezuela,A,1833549776
4,Talleres,Argentina,A,1833549776
1,Peñarol,Uruguay,B,1833549776
2,Colo Colo,Chile,B,1833549776
3,Deportes Tolima,Colombia,B,1833549776
4,Fortaleza,Brasil,B,1833549776
1,Nacional,Uruguay,C,1833549776
2,Emelec,Ecuador,C,1833549776
3,Caracas,Venezuela,C,1833549776
4,Independiente Petrolero,Bolivia,C,1833549776
1,Atlético Mineiro,Brasil,D,1833549776
2,Libertad,Paraguay,D,1833549776
3,Colón,Argentina,D,1833549776
4,América M.G.,Fase previa,D,1833549776
1,Flamengo,Brasil,E,1833549776
2,Independiente del Valle,Ecuador,E,1833549776
3,Alianza Lima,Perú,E,1833549776
4,Always Ready,Bolivia,E,1833549776
1,Athletico Paranaense,Brasil,F,1833549776
2,Vélez,Argentina,F,1833549776
3,Sporting Cristal,Perú,F,1833549776
4,Estudiantes L.P.,Fase previa,F,1833549776
1,River Plate,Argentina,G,1833549776
2,Corinthians,Brasil,G,1833549776
3,Deportivo Cali,Colombia,G,1833549776
4,Olimpia,Fase previa,G,1833549776
1,Boca Juniors,Argentina,H,1833549776
2,Universidad Católica,Chile,H,1833549776
3,Bragantino,Brasil,H,1833549776
4,The Strongest,Fase previa,H,1833549776
