Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,3184654773
2,Colo Colo,Chile,A,3184654773
3,Colón,Argentina,A,3184654773
4,The Strongest,Fase previa,A,3184654773
1,Nacional,Uruguay,B,3184654773
2,Independiente del Valle,Ecuador,B,3184654773
3,Alianza Lima,Perú,B,3184654773
4,Independiente Petrolero,Bolivia,B,3184654773
1,Athletico Paranaense,Brasil,C,3184654773
2,Libertad,Paraguay,C,3184654773
3,Deportes Tolima,Colombia,C,3184654773
4,Olimpia,Fase previa,C,3184654773
1,Boca Juniors,Argentina,D,3184654773
2,Universidad Católica,Chile,D,3184654773
3,Caracas,Venezuela,D,3184654773
4,Fortaleza,Brasil,D,3184654773
1,Flamengo,Brasil,E,3184654773
2,Emelec,Ecuador,E,3184654773
3,Deportivo Táchira,Venezuela,E,3184654773
4,Talleres,Argentina,E,3184654773
1,River Plate,Argentina,F,3184654773
2,Corinthians,Brasil,F,3184654773
3,Sporting Cristal,Perú,F,3184654773
4,Always Ready,Bolivia,F,3184654773
1,Peñarol,Uruguay,G,3184654773
2,Vélez,Argentina,G,3184654773
3,Bragantino,Brasil,G,3184654773
4,América M.G.,Fase previa,G,3184654773
1,Atlético Mineiro,Brasil,H,3184654773
2,Cerro Porteño,Paraguay,H,3184654773
3,Deportivo Cali,Colombia,H,3184654773
4,Estudiantes L.P.,Fase previa,H,3184654773
