Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,1101877919
2,Colo Colo,Chile,A,1101877919
3,Deportivo Táchira,Venezuela,A,1101877919
4,Estudiantes L.P.,Fase previa,A,1101877919
1,Flamengo,Brasil,B,1101877919
2,Independiente del Valle,Ecuador,B,1101877919
3,Colón,Argentina,B,1101877919
4,América M.G.,Fase previa,B,1101877919
1,Boca Juniors,Argentina,C,1101877919
2,Cerro Porteño,Paraguay,C,1101877919
3,Deportivo Cali,Colombia,C,1101877919
4,Olimpia,Fase previa,C,1101877919
1,Atlético Mineiro,Brasil,D,1101877919
2,Emelec,Ecuador,D,1101877919
3,Deportes Tolima,Colombia,D,1101877919
4,Always Ready,Bolivia,D,1101877919
1,Athletico Paranaense,Brasil,E,1101877919
2,Universidad Católica,Chile,E,1101877919
3,Sporting Cristal,Perú,E,1101877919
4,The Strongest,Fase previa,E,1101877919
1,Peñarol,Uruguay,F,1101877919
2,Vélez,Argentina,F,1101877919
3,Bragantino,Brasil,F,1101877919
4,Independiente Petrolero,Bolivia,F,1101877919
1,Nacional,Uruguay,G,1101877919
2,Corinthians,Brasil,G,1101877919
3,Alianza Lima,Perú,G,1101877919
4,Talleres,Argentina,G,1101877919
1,River Plate,Argentina,H,1101877919
2,Libertad,Paraguay,H,1101877919
3,Caracas,Venezuela,H,1101877919
4,Fortaleza,Brasil,H,1101877919
