Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,175764669
2,Libertad,Paraguay,A,175764669
3,Deportes Tolima,Colombia,A,175764669
4,América M.G.,Fase previa,A,175764669
1,River Plate,Argentina,B,175764669
2,Corinthians,Brasil,B,175764669
3,Alianza Lima,Perú,B,175764669
4,Olimpia,Fase previa,B,175764669
1,Athletico Paranaense,Brasil,C,175764669
2,Colo Colo,Chile,C,175764669
3,Caracas,Venezuela,C,175764669
4,Estudiantes L.P.,Fase previa,C,175764669
1,Boca Juniors,Argentina,D,175764669
2,Cerro Porteño,Paraguay,D,175764669
3,Deportivo Táchira,Venezuela,D,175764669
4,Fortaleza,Brasil,D,175764669
1,Atlético Mineiro,Brasil,E,175764669
2,Universidad Católica,Chile,E,175764669
3,Colón,Argentina,E,175764669
4,The Strongest,Fase previa,E,175764669
1,Peñarol,Uruguay,F,175764669
2,Emelec,Ecuador,F,175764669
3,Deportivo Cali,Colombia,F,175764669
4,Always Ready,Bolivia,F,175764669
1,Flamengo,Brasil,G,175764669
2,Independiente del Valle,Ecuador,G,175764669
3,Sporting Cristal,Perú,G,175764669
4,Talleres,Argentina,G,175764669
1,Nacional,Uruguay,H,175764669
2,Vélez,Argentina,H,175764669
3,Bragantino,Brasil,H,175764669
4,Independiente Petrolero,Bolivia,H,175764669
