Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,2536730418
2,Libertad,Paraguay,A,2536730418
3,Deportes Tolima,Colombia,A,2536730418
4,The Strongest,Fase previa,A,2536730418
1,Atlético Mineiro,Brasil,B,2536730418
2,Independiente del Valle,Ecuador,B,2536730418
3,Deportivo Táchira,Venezuela,B,2536730418
4,América M.G.,Fase previa,B,2536730418
1,Athletico Paranaense,Brasil,C,2536730418
2,Colo Colo,Chile,C,2536730418
3,Caracas,Venezuela,C,2536730418
4,Always Ready,Bolivia,C,2536730418
1,Boca Juniors,Argentina,D,2536730418
2,Corinthians,Brasil,D,2536730418
3,Deportivo Cali,Colombia,D,2536730418
4,Estudiantes L.P.,Fase previa,D,2536730418
1,River Plate,Argentina,E,2536730418
2,Emelec,Ecuador,E,2536730418
3,Bragantino,Brasil,E,2536730418
4,Independiente Petrolero,Bolivia,E,2536730418
1,Nacional,Uruguay,F,2536730418
2,Vélez,Argentina,F,2536730418
3,Sporting Cristal,Perú,F,2536730418
4,Fortaleza,Brasil,F,2536730418
1,Peñarol,Uruguay,G,2536730418
2,Universidad Católica,Chile,G,2536730418
3,Colón,Argentina,G,2536730418
4,Olimpia,Fase previa,G,2536730418
1,Flamengo,Brasil,H,2536730418
2,Cerro Porteño,Paraguay,H,2536730418
3,Alianza Lima,Perú,H,2536730418
4,Talleres,Argentina,H,2536730418
