Bombo,Equipo,Pais,Grupo,id_sorteo
1,Palmeiras,Brasil,A,6303617503
2,Vélez,Argentina,A,6303617503
3,Deportes Tolima,Colombia,A,6303617503
4,Estudiantes L.P.,Fase previa,A,6303617503
1,Peñarol,Uruguay,B,6303617503
2,Corinthians,Brasil,B,6303617503
3,Alianza Lima,Perú,B,6303617503
4,América M.G.,Fase previa,B,6303617503
1,Nacional,Uruguay,C,6303617503
2,Colo Colo,Chile,C,6303617503
3,Caracas,Venezuela,C,6303617503
4,Olimpia,Fase previa,C,6303617503
1,Boca Juniors,Argentina,D,6303617503
2,Cerro Porteño,Paraguay,D,6303617503
3,Deportivo Táchira,Venezuela,D,6303617503
4,Fortaleza,Brasil,D,6303617503
1,Atlético Mineiro,Brasil,E,6303617503
2,Universidad Católica,Chile,E,6303617503
3,Sporting Cristal,Perú,E,6303617503
4,Talleres,Argentina,E,6303617503
1,Flamengo,Brasil,F,6303617503
2,Independiente del Valle,Ecuador,F,6303617503
3,Colón,Argentina,F,6303617503
4,The Strongest,Fase previa,F,6303617503
1,River Plate,Argentina,G,6303617503
2,Emelec,Ecuador,G,6303617503
3,Bragantino,Brasil,G,6303617503
4,Independiente Petrolero,Bolivia,G,6303617503
1,Athletico Paranaense,Brasil,H,6303617503
2,Libertad,Paraguay,H,6303617503
3,Deportivo Cali,Colombia,H,6303617503
4,Always Ready,Bolivia,H,6303617503
